gyroscope-x,gyroscope-y,gyroscope-z,accelorometer-x,accelorometer-y,accelorometer-z,resultant-g,label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253.55,124.64,7.34,-0.44,0.76,1.08,1.39,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251.2,104.74,-21.44,-0.48,1.09,1.15,1.65,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197.09,144.26,-2.38,-0.34,0.56,0.79,1.03,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171.82,-3.81,-20.35,-0.24,0.39,1.05,1.15,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.69,-25.76,-19.53,0.3,-0.05,1.34,1.38,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-150.45,-13.21,39.71,-0.06,0.44,1.07,1.16,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-246.45,-39.94,-26.51,-0.39,1.09,0.81,1.41,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-246.45,-142.56,-22.98,-0.43,0.95,1.07,1.5,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-246.45,-112.01,-13.61,-0.02,0.34,1.43,1.47,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-195.25,-58.71,-29.97,0.38,-0.9,1.08,1.46,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.33,11.34,5.19,-0.04,0.01,0.96,0.96,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-6.3,48.8,-39.36,-0.03,0.01,0.97,0.97,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-33.46,82.68,-7.96,-0.04,-0.02,0.92,0.93,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-35.89,107.49,-13.94,-0.02,-0.05,0.9,0.9,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-25.3,85.1,-25.09,0,0.01,0.79,0.79,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.18,61.34,-42.07,0.02,-0.01,0.78,0.78,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.32,48.86,-32.93,0.08,0.02,0.93,0.93,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-35.08,47.96,-5.73,0.07,0.16,1.11,1.12,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-138.94,46.65,36.03,-0.22,0.51,1.25,1.37,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-270.35,8.34,21.9,-0.57,0.93,1.34,1.73,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-270.35,-47.61,-33.11,-0.43,0.31,1.23,1.34,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-223.12,-102.24,-7.98,0.12,-0.68,0.88,1.12,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-22.05,-25.71,-15.51,0.45,-1.15,0.77,1.45,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143.02,72.61,-62.37,0.44,-1.03,0.74,1.35,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229.64,140.75,-87.37,-0.28,0.57,1,1.18,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217.93,161.29,-78.48,-0.59,1.04,0.91,1.5,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210.84,174.44,-52.97,-0.59,0.79,0.57,1.14,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168.07,86.02,-44.11,-0.37,0.21,0.9,1,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.62,-17.48,7.85,0.07,-0.09,1.15,1.16,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-167.44,-1.29,75.25,-0.14,0.23,0.88,0.92,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-270.35,1.04,64.26,-0.52,1.04,0.64,1.32,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-270.35,-24.34,8.47,-0.79,1.04,0.99,1.64,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-270.35,-110.72,-14.79,-0.21,0.25,0.99,1.04,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-185.72,-97.29,21.72,0.26,-0.88,0.83,1.24,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.32,15.71,-4.11,0.59,-1.45,0.7,1.71,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192.04,152.88,-83.9,0.3,-0.8,0.68,1.09,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229.64,172.2,-82.77,-0.47,0.69,1.13,1.4,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-15.57,-4.99,-1.89,0,-0.22,1.05,1.08,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.17,-13.87,11.58,-0.04,-0.29,1.1,1.14,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.84,-27.45,31.5,-0.08,-0.28,1.11,1.15,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.28,-38.88,19.37,-0.03,-0.25,1.2,1.22,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.97,-6.45,27.27,0.06,-0.2,1.27,1.29,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.9,21.27,14.71,-0.02,-0.15,1.22,1.23,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.87,-11.38,21.12,-0.06,-0.21,1.17,1.19,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.14,-28.26,23.6,-0.01,-0.19,1.23,1.25,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.81,-10.97,15.43,0.11,-0.18,1.3,1.31,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.03,-7.6,27.55,0.25,-0.13,1.29,1.32,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75.01,-131.92,121.2,0.29,-0.1,1.19,1.23,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161.26,-151.74,163.95,0.52,0.37,1.04,1.22,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175.8,42.27,56.98,0.31,0.99,0.94,1.4,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143.59,88.38,28.58,0.29,0.98,0.79,1.29,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142.68,19.29,27.5,0.44,0.94,0.92,1.39,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.88,-1.09,15.45,0.74,0.67,1.23,1.58,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-110.5,-24.72,46.06,0.49,1.19,1.18,1.75,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-238.68,-80.02,-3.15,0.1,1.7,0.9,1.93,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-238.68,-109.92,-44.52,0.12,1.39,1.1,1.78,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-230.33,-156.13,-38.65,0.5,0.37,1.11,1.28,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-137.24,-127.43,16.32,1.21,-0.51,0.94,1.61,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.04,14.1,-6.29,1.5,-0.8,0.86,1.91,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209.21,113.9,35.7,1.19,-0.29,0.86,1.5,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261.31,167,27.27,0.11,1,0.98,1.4,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234.42,97.67,-2.65,0.02,1.42,1.07,1.78,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214.57,148.17,-20.55,-0.04,1.34,0.53,1.44,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195.08,81.05,-1.96,0.18,0.89,0.66,1.12,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.67,-27.03,6.94,0.54,0.6,1.09,1.36,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.73,-58.3,91.14,0.57,0.72,1.02,1.37,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-236.26,-19.3,93.27,0.23,1.47,0.6,1.61,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129.59,25.99,23.1,1.38,-0.75,0.91,1.81,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235.63,89.11,11.8,0.85,0.21,1,1.33,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261.31,122.04,19,0.12,1.36,1.02,1.7,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208.3,96.17,1.66,0.22,1.46,1,1.78,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134.34,124.3,-21.97,0.24,1.13,0.85,1.43,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.63,58.54,7.42,0.36,0.67,0.96,1.23,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-10.5,-72.22,38.6,0.48,0.57,0.78,1.08,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.76,-37.14,43.32,0.58,0.64,0.81,1.18,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-80.91,-58.12,-2.39,0.46,1.04,1.08,1.56,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-237.81,-103.15,57.94,-0.05,1.7,1.14,2.05,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-238.68,-151.13,3.74,0.07,1.18,1.05,1.59,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-227.05,-162.64,-21.81,0.6,0.33,1.05,1.26,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.78,-110.99,49.31,1.2,-0.55,0.92,1.61,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.03,35.57,-11,1.46,-0.74,0.8,1.82,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247.31,128.85,-6.83,0.9,0.18,0.86,1.26,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261.31,122.17,-13.86,0.09,1.61,0.89,1.84,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242.62,152.66,-45.61,-0.11,1.48,0.66,1.63,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200.04,83.11,-51.78,0.04,1.07,0.55,1.21,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139.86,34.11,-19.91,0.41,0.78,0.84,1.21,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.01,-40.11,49.32,0.7,0.51,1.01,1.33,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-153.75,-47.23,113.75,0.39,0.92,0.83,1.3,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-238.68,-65.7,61.9,-0.05,1.7,0.53,1.79,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-238.68,-170.73,43.85,-0.08,1.62,0.85,1.83,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-238.12,-163.23,60.52,0.64,0.8,1.15,1.54,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-167.11,-69.43,44.31,0.94,-0.19,0.98,1.37,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.02,-14.7,15.84,1.36,-0.79,0.81,1.77,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209.01,78.12,-3.31,1.17,-0.17,0.85,1.45,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261.31,136.16,-40.35,0.2,1.3,1.32,1.86,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228.35,101.71,-51.35,0.2,1.52,1.14,1.91,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218.51,141.64,-32.53,0.12,1.32,0.74,1.51,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.61,69.32,-35.48,0.35,0.87,0.71,1.17,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.53,21.35,13.8,0.66,0.42,0.91,1.2,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.94,-58,63.55,0.6,0.48,0.98,1.25,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-145.97,-81.86,104.66,0.37,1.06,0.83,1.4,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-238.68,-82.68,46.87,-0.01,1.66,0.59,1.76,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-238.68,-160.82,53.41,-0.01,1.64,0.96,1.9,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-238.68,-149.49,71.13,0.65,0.69,1.04,1.4,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-159.71,-92.43,43.52,1.04,-0.26,1.06,1.51,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.66,28.64,15.02,1.35,-0.87,0.86,1.82,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209.97,67.98,8.38,1.13,-0.27,0.83,1.42,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261.31,131.02,-37.61,0.39,1.13,1.19,1.68,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261.31,133.06,-44.34,0.03,1.59,1,1.88,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243.29,146.89,-54.28,-0.03,1.45,0.66,1.59,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140.95,59.79,-5.39,0.41,0.86,0.85,1.28,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.19,7.51,7.22,0.65,0.51,1.05,1.34,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.84,-64.8,74.44,0.53,0.59,0.97,1.25,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-186.38,-91.22,83.63,0.18,1.37,0.7,1.54,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-238.68,-123.5,59.69,-0.03,1.7,0.67,1.83,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-238.68,-178.13,58.97,0.15,1.35,1.02,1.69,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-210.94,-121.61,56.23,0.75,0.27,1.11,1.37,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-98.08,-63.88,30.43,1.19,-0.6,0.9,1.61,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109.09,64.68,9.73,1.3,-0.65,0.9,1.71,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219.79,108.23,-8.97,0.8,0.34,1.07,1.38,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261.31,114.64,-21.06,0.11,1.53,1.24,1.97,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247.86,137.23,-21.01,0.1,1.66,0.94,1.91,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182.9,144.15,-19.89,0.23,1.05,0.76,1.31,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128.43,40.84,-1.41,0.44,0.64,1.01,1.27,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.56,-28.9,6.38,0.68,0.43,1.14,1.4,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-96.97,-71.25,58.77,0.49,0.81,0.98,1.36,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-238.68,-112.34,80.11,0.17,1.61,0.75,1.78,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-238.68,-139.19,63.78,-0.01,1.7,0.99,1.97,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-238.68,-156.45,53.04,0.42,1.01,1.09,1.54,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-187.16,-96.96,59.59,0.92,-0.04,1.03,1.38,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-33.17,23.38,9.69,1.31,-0.7,0.98,1.78,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151.34,85.95,22.48,1.09,-0.4,1.06,1.57,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260.45,107.85,33.27,0.73,0.56,1.31,1.6,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261.31,99.85,-12,0.05,1.56,1.32,2.05,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226.24,98.98,-13.35,0.26,1.26,0.98,1.62,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200.07,110.57,7.02,0.39,1.01,0.79,1.34,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117.38,22.85,-9.97,0.55,0.64,0.96,1.28,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-7.88,-42.17,57.23,0.63,0.47,1.08,1.33,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-143.4,-58.1,54.43,0.47,1.02,0.92,1.46,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-238.68,-77.7,54.1,0.24,1.66,0.7,1.81,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-238.68,-119.78,37.63,0.27,1.49,1.12,1.88,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-229.62,-123.46,22.51,0.6,0.66,1.24,1.53,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-134.92,-96.07,24.79,0.96,-0.17,1.1,1.47,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-10.26,5.51,15.91,1.44,-0.77,1,1.92,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178.53,90.89,21.07,1.07,-0.17,1.07,1.53,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259.26,97,5.77,0.59,0.77,1.31,1.63,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253.76,94.38,-15.54,0.13,1.55,1.21,1.97,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236.92,95.33,-38.71,0.24,1.34,0.91,1.64,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153.03,84.36,-29.02,0.41,0.89,0.75,1.23,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.04,21.43,-3.11,0.58,0.5,0.94,1.21,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-34.64,-46.48,47.26,0.7,0.53,1.04,1.36,Upper Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
